"Number","Method","Time","Count","SelfTime"
"211","org.apache.fontbox.ttf.KerningSubtable.readSubtable0Format0 (Lorg/apache/fontbox/ttf/TTFDataStream;)V","3750740","2173","491776"
"212","org.apache.fontbox.ttf.KerningSubtable$PairData0Format0.read (Lorg/apache/fontbox/ttf/TTFDataStream;)V","3245772","2173","1573831"
"213","org.apache.fontbox.ttf.KerningSubtable$PairData0Format0.<init> (Lorg/apache/fontbox/ttf/KerningSubtable$1;)V","10983","2173","3689"
"214","org.apache.fontbox.ttf.KerningSubtable$PairData0Format0.<init> ()V","7190","2168","6786"
"215","org.apache.fontbox.ttf.KerningSubtable.isBitsSet (III)Z","6611","6519","4796"
"216","org.apache.fontbox.ttf.KerningSubtable.getBits (III)I","2134","8449","2101"
"217","org.apache.fontbox.ttf.KerningSubtable.<init> ()V","11226","2170","10484"
"218","org.apache.fontbox.ttf.NamingTable.read (Lorg/apache/fontbox/ttf/TrueTypeFont;Lorg/apache/fontbox/ttf/TTFDataStream;)V","2976979","2267","1437286"
"219","org.apache.fontbox.ttf.NameRecord.<init> ()V","77726","88808","73971"
"220","org.apache.fontbox.ttf.NamingTable.getEnglishName (I)Ljava/lang/String;","74954","4534","17654"
"221","org.apache.fontbox.ttf.NamingTable.getName (IIII)Ljava/lang/String;","63850","23546","35377"
"222","org.apache.fontbox.ttf.NameRecord.getPlatformEncodingId ()I","51295","247144","50595"
"223","org.apache.fontbox.ttf.NameRecord.getPlatformId ()I","47267","247089","46373"
"224","org.apache.fontbox.ttf.NameRecord.initData (Lorg/apache/fontbox/ttf/TrueTypeFont;Lorg/apache/fontbox/ttf/TTFDataStream;)V","124491","88798","40643"
"225","org.apache.fontbox.ttf.NameRecord.getStringOffset ()I","34627","177592","34053"
"226","org.apache.fontbox.ttf.NameRecord.getNameId ()I","21825","119374","21456"
"227","org.apache.fontbox.ttf.NameRecord.setString (Ljava/lang/String;)V","20116","88772","19583"
"228","org.apache.fontbox.ttf.NameRecord.getString ()Ljava/lang/String;","15754","88804","15511"
"229","org.apache.fontbox.ttf.NameRecord.getLanguageId ()I","16031","88776","15752"
