"Number","Method","Time","Count","SelfTime"
"212","org.apache.commons.collections4.trie.AbstractBitwiseTrie.lengthInBits (Ljava/lang/Object;)I","396636","212087","134797"
"213","org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.lengthInBits (Ljava/lang/Object;)I","261839","199330","112728"
"214","org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.lengthInBits (Ljava/lang/String;)I","149111","198938","101139"
"215","java.lang.String.length ()I","48585","196195","48585"
"216","org.apache.commons.collections4.trie.AbstractBitwiseTrie.compareKeys (Ljava/lang/Object;Ljava/lang/Object;)Z","158430","119724","70313"
"217","org.apache.commons.collections4.trie.KeyAnalyzer.compare (Ljava/lang/Object;Ljava/lang/Object;)I","102890","126173","67889"
"218","org.apache.commons.collections4.trie.AbstractBitwiseTrie.castKey (Ljava/lang/Object;)Ljava/lang/Object;","16943","63881","16943"
"219","org.apache.commons.collections4.trie.AbstractBitwiseTrie$BasicEntry.equals (Ljava/lang/Object;)Z","83250","28183","37356"
"220","org.apache.commons.collections4.trie.AbstractBitwiseTrie.compare (Ljava/lang/Object;Ljava/lang/Object;)Z","156435","262286","99928"
"221","org.apache.commons.collections4.map.StaticBucketMap$BaseIterator.hasNext ()Z","367076","146105","250541"
"222","java.util.ArrayList.size ()I","109731","408161","109731"
"223","java.util.ArrayList.add (Ljava/lang/Object;)Z","71515","275596","71515"
"224","org.apache.commons.collections4.map.AbstractHashedMap$KeySetIterator.next ()Ljava/lang/Object;","200763","140913","143606"
"225","org.apache.commons.collections4.trie.AbstractPatriciaTrie$KeySet.contains (Ljava/lang/Object;)Z","360515","22279","13974"
"226","org.apache.commons.collections4.trie.PatriciaTrie.containsKey (Ljava/lang/Object;)Z","455813","28635","15106"
"227","org.apache.commons.collections4.trie.AbstractPatriciaTrie.containsKey (Ljava/lang/Object;)Z","440707","28635","48998"
